XA1, XA2, YA1, YA2, UTFA, FILENAME, XB1, XB2, YB1, YB2, IoU, 
1072, 1148, 34, 107, 5341, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-010-y1=1037-y2=1173.xml, 1075, 1144, 35, 104, 0.858147080029, 
221, 292, 33, 107, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-010-y1=1037-y2=1173.xml, 223, 289, 34, 104, 0.87933003426, 
1647, 1718, 33, 105, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-010-y1=1037-y2=1173.xml, 1647, 1715, 34, 102, 0.904538341158, 
127, 196, 32, 104, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-010-y1=1037-y2=1173.xml, 129, 195, 33, 101, 0.903381642512, 
1831, 1899, 33, 110, 738B, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1834, 1896, 34, 107, 0.864400305577, 
1831, 1899, 33, 110, 738B, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1834, 1896, 34, 107, 0.864400305577, 
1071, 1142, 39, 113, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1074, 1139, 40, 110, 0.866006851922, 
312, 382, 40, 114, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 315, 379, 41, 111, 0.864864864865, 
312, 382, 40, 114, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 315, 379, 41, 111, 0.864864864865, 
312, 382, 40, 114, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 315, 379, 41, 111, 0.864864864865, 
1639, 1717, 31, 110, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1642, 1714, 32, 107, 0.876338851022, 
1639, 1717, 31, 110, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1642, 1714, 32, 107, 0.876338851022, 
2021, 2093, 35, 110, 4E43, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 2024, 2090, 36, 107, 0.867777777778, 
689, 762, 32, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 691, 759, 33, 107, 0.883737267299, 
689, 762, 32, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 691, 759, 33, 107, 0.883737267299, 
689, 762, 32, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 691, 759, 33, 107, 0.883737267299, 
593, 665, 35, 112, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 595, 662, 36, 110, 0.8943001443, 
593, 665, 35, 112, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 595, 662, 36, 110, 0.8943001443, 
783, 853, 33, 111, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 785, 849, 34, 108, 0.867399267399, 
1733, 1806, 33, 110, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-012-y1=1290-y2=1428.xml, 1735, 1802, 33, 107, 0.882049457392, 
915, 963, 17, 64, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0032-line-013-y1=1418-y2=1501.xml, 918, 964, 17, 61, 0.860869565217, 
1061, 1135, 42, 107, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1064, 1132, 43, 104, 0.86237006237, 
1061, 1135, 42, 107, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1064, 1132, 43, 104, 0.86237006237, 
1061, 1135, 42, 107, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1064, 1132, 43, 104, 0.86237006237, 
1441, 1518, 32, 112, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1444, 1515, 33, 109, 0.875974025974, 
1441, 1518, 32, 112, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1444, 1515, 33, 109, 0.875974025974, 
1539, 1612, 28, 105, 6b64, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 1542, 1610, 29, 102, 0.883116883117, 
298, 368, 40, 115, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-003-y1=163-y2=306.xml, 300, 368, 40, 112, 0.932571428571, 
868, 939, 41, 115, 5982, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 870, 938, 42, 112, 0.905976398934, 
1251, 1327, 35, 112, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1254, 1323, 35, 109, 0.872522214627, 
1251, 1327, 35, 112, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1254, 1323, 35, 109, 0.872522214627, 
1251, 1327, 35, 112, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1254, 1323, 35, 109, 0.872522214627, 
206, 273, 43, 113, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 203, 270, 43, 110, 0.876712328767, 
483, 555, 37, 113, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 486, 551, 38, 110, 0.855263157895, 
1823, 1897, 26, 103, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1826, 1894, 27, 101, 0.883116883117, 
1823, 1897, 26, 103, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1826, 1894, 27, 101, 0.883116883117, 
1823, 1897, 26, 103, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-004-y1=296-y2=433.xml, 1826, 1894, 27, 101, 0.883116883117, 
1348, 1421, 40, 113, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1350, 1418, 41, 111, 0.893225745919, 
1830, 1903, 29, 107, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1832, 1901, 30, 104, 0.896733403583, 
1830, 1903, 29, 107, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1832, 1901, 30, 104, 0.896733403583, 
1830, 1903, 29, 107, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1832, 1901, 30, 104, 0.896733403583, 
1064, 1137, 38, 114, 5a66, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1066, 1134, 39, 111, 0.882480173035, 
1064, 1137, 38, 114, 5a66, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1066, 1134, 39, 111, 0.882480173035, 
1064, 1137, 38, 114, 5a66, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1066, 1134, 39, 111, 0.882480173035, 
1158, 1231, 36, 112, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1160, 1228, 37, 109, 0.882480173035, 
1158, 1231, 36, 112, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1160, 1228, 37, 109, 0.882480173035, 
1158, 1231, 36, 112, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1160, 1228, 37, 109, 0.882480173035, 
772, 847, 38, 118, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 774, 844, 39, 115, 0.886666666667, 
1445, 1517, 34, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1448, 1514, 35, 107, 0.868421052632, 
1445, 1517, 34, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1448, 1514, 35, 107, 0.868421052632, 
1445, 1517, 34, 110, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-005-y1=423-y2=564.xml, 1448, 1514, 35, 107, 0.868421052632, 
2114, 2187, 23, 103, 6211, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 2117, 2184, 24, 100, 0.871917808219, 
2114, 2187, 23, 103, 6211, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 2117, 2184, 24, 100, 0.871917808219, 
1156, 1228, 35, 108, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1158, 1224, 36, 105, 0.866438356164, 
1346, 1419, 31, 105, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1348, 1416, 32, 102, 0.88115512773, 
106, 180, 37, 113, 5404, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 108, 176, 37, 110, 0.882645803698, 
484, 559, 35, 111, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 487, 556, 36, 108, 0.871578947368, 
484, 559, 35, 111, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 487, 556, 36, 108, 0.871578947368, 
484, 559, 35, 111, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 487, 556, 36, 108, 0.871578947368, 
1822, 1896, 24, 99, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1824, 1894, 25, 97, 0.908108108108, 
1728, 1800, 28, 103, 4f55, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1731, 1797, 29, 101, 0.88, 
1728, 1800, 28, 103, 4f55, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1731, 1797, 29, 101, 0.88, 
1728, 1800, 28, 103, 4f55, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1731, 1797, 29, 101, 0.88, 
1728, 1809, 28, 103, 4f55, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1731, 1797, 29, 101, 0.782222222222, 
1728, 1809, 28, 103, 4f55, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 1731, 1797, 29, 101, 0.782222222222, 
770, 842, 38, 112, 4e5f, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 772, 838, 39, 109, 0.867117117117, 
770, 842, 38, 112, 4e5f, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 772, 838, 39, 109, 0.867117117117, 
770, 842, 38, 112, 4e5f, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-007-y1=684-y2=821.xml, 772, 838, 39, 109, 0.867117117117, 
967, 1036, 38, 107, 6211, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-008-y1=811-y2=954.xml, 970, 1033, 39, 105, 0.873345935728, 
967, 1036, 38, 107, 6211, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-008-y1=811-y2=954.xml, 970, 1033, 39, 105, 0.873345935728, 
1157, 1228, 37, 106, 982d, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1159, 1226, 37, 103, 0.902633190447, 
969, 1040, 39, 104, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 972, 1037, 39, 101, 0.87323943662, 
969, 1040, 39, 104, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 972, 1037, 39, 101, 0.87323943662, 
1637, 1710, 31, 98, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1640, 1708, 32, 95, 0.875894500102, 
1637, 1710, 31, 98, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1640, 1708, 32, 95, 0.875894500102, 
2115, 2192, 26, 104, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 2118, 2188, 27, 101, 0.862470862471, 
2115, 2192, 26, 104, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 2118, 2188, 27, 101, 0.862470862471, 
2115, 2192, 26, 104, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 2118, 2188, 27, 101, 0.862470862471, 
1925, 1995, 27, 101, 672c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1928, 1991, 28, 98, 0.851351351351, 
1830, 1901, 29, 104, 5929, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1831, 1902, 30, 101, 0.921052631579, 
1830, 1901, 29, 104, 5929, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1831, 1902, 30, 101, 0.921052631579, 
1830, 1901, 29, 104, 5929, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1831, 1902, 30, 101, 0.921052631579, 
871, 948, 36, 112, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 874, 945, 37, 109, 0.873547505126, 
871, 948, 36, 112, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 874, 945, 37, 109, 0.873547505126, 
1541, 1616, 32, 108, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1544, 1613, 33, 105, 0.871578947368, 
1541, 1616, 32, 108, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-010-y1=1069-y2=1208.xml, 1544, 1613, 33, 105, 0.871578947368, 
1639, 1715, 31, 109, 672B, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 1642, 1711, 32, 106, 0.861336032389, 
685, 756, 37, 110, 624B, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 687, 753, 37, 107, 0.891375651167, 
583, 657, 36, 111, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 586, 654, 36, 108, 0.882162162162, 
583, 657, 36, 111, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 586, 654, 36, 108, 0.882162162162, 
583, 657, 36, 111, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 586, 654, 36, 108, 0.882162162162, 
1639, 1715, 31, 109, 672a, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 1642, 1711, 32, 106, 0.861336032389, 
971, 1045, 33, 111, 672c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 974, 1041, 34, 108, 0.858974358974, 
971, 1045, 33, 111, 672c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 974, 1041, 34, 108, 0.858974358974, 
971, 1045, 33, 111, 672c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 974, 1041, 34, 108, 0.858974358974, 
1065, 1138, 38, 114, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 1067, 1136, 39, 111, 0.895457822639, 
1547, 1618, 36, 109, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 1549, 1614, 36, 106, 0.877869959483, 
487, 562, 36, 113, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 490, 559, 37, 110, 0.872207792208, 
487, 562, 36, 113, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 490, 559, 37, 110, 0.872207792208, 
871, 943, 37, 111, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-011-y1=1198-y2=1335.xml, 874, 939, 38, 108, 0.853978978979, 
110, 181, 50, 121, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 112, 178, 51, 119, 0.890299543741, 
1448, 1519, 36, 114, 9577, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 1450, 1516, 37, 111, 0.881906825569, 
1638, 1709, 40, 113, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 1640, 1706, 41, 110, 0.878641713293, 
2116, 2189, 34, 110, 53e5, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 2118, 2185, 35, 107, 0.869502523432, 
973, 1041, 36, 82, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 972, 1040, 37, 111, 0.586005830904, 
393, 469, 38, 116, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 396, 466, 39, 113, 0.873819163293, 
393, 469, 38, 116, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 396, 466, 39, 113, 0.873819163293, 
393, 469, 38, 116, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 396, 466, 39, 113, 0.873819163293, 
587, 659, 43, 109, 65e5, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 589, 655, 44, 106, 0.861111111111, 
1545, 1617, 39, 112, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0033-line-012-y1=1325-y2=1470.xml, 1548, 1614, 40, 109, 0.866438356164, 
1353, 1426, 34, 109, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 1356, 1427, 35, 106, 0.896141363145, 
1640, 1713, 34, 108, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 1643, 1709, 35, 105, 0.855238800444, 
1830, 1905, 32, 109, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 1833, 1901, 33, 107, 0.871341991342, 
1071, 1146, 33, 109, 8655, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 1074, 1143, 34, 106, 0.871578947368, 
1071, 1146, 33, 109, 8655, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 1074, 1143, 34, 106, 0.871578947368, 
785, 860, 33, 110, 6240, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 787, 857, 34, 107, 0.884848484848, 
785, 860, 33, 110, 6240, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 787, 857, 34, 107, 0.884848484848, 
785, 860, 33, 110, 6240, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 787, 857, 34, 107, 0.884848484848, 
2113, 2189, 28, 107, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 2116, 2187, 29, 104, 0.886908727515, 
597, 669, 35, 113, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-004-y1=321-y2=459.xml, 600, 665, 36, 110, 0.856481481481, 
309, 382, 40, 116, 4e5f, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 311, 379, 41, 113, 0.882480173035, 
309, 382, 40, 116, 4e5f, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 311, 379, 41, 113, 0.882480173035, 
2115, 2189, 29, 107, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 2117, 2185, 29, 104, 0.883575883576, 
2115, 2189, 29, 107, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 2117, 2185, 29, 104, 0.883575883576, 
2115, 2189, 29, 107, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 2117, 2185, 29, 104, 0.883575883576, 
881, 952, 38, 112, 5982, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 883, 951, 39, 109, 0.905976398934, 
881, 952, 38, 112, 5982, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 883, 951, 39, 109, 0.905976398934, 
881, 952, 38, 112, 5982, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 883, 951, 39, 109, 0.905976398934, 
218, 290, 37, 112, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 221, 287, 38, 110, 0.88, 
218, 290, 37, 112, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 221, 287, 38, 110, 0.88, 
218, 290, 37, 112, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 221, 287, 38, 110, 0.88, 
1737, 1807, 41, 97, 65e5, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 1739, 1803, 42, 94, 0.848979591837, 
410, 482, 41, 114, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 413, 479, 42, 111, 0.866438356164, 
410, 482, 41, 114, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 413, 479, 42, 111, 0.866438356164, 
410, 482, 41, 114, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 413, 479, 42, 111, 0.866438356164, 
121, 196, 38, 116, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 123, 193, 38, 113, 0.897435897436, 
121, 196, 38, 116, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 123, 193, 38, 113, 0.897435897436, 
977, 1050, 32, 110, 662f, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 979, 1046, 33, 107, 0.870741131015, 
1923, 1996, 30, 108, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-005-y1=449-y2=589.xml, 1925, 1993, 31, 105, 0.883737267299, 
310, 382, 37, 112, 53c8, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 313, 379, 38, 110, 0.88, 
310, 382, 37, 112, 53c8, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 313, 379, 38, 110, 0.88, 
310, 382, 37, 112, 53c8, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 313, 379, 38, 110, 0.88, 
687, 760, 35, 112, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 690, 757, 36, 109, 0.87012987013, 
687, 760, 35, 112, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 690, 757, 36, 109, 0.87012987013, 
687, 760, 35, 112, 6709, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 690, 757, 36, 109, 0.87012987013, 
214, 285, 35, 114, 738B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 217, 282, 36, 111, 0.869138883937, 
214, 285, 35, 114, 738B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 217, 282, 36, 111, 0.869138883937, 
783, 858, 32, 107, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 785, 855, 33, 107, 0.920888888889, 
783, 858, 32, 107, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 785, 855, 33, 107, 0.920888888889, 
783, 858, 32, 107, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 785, 855, 33, 107, 0.920888888889, 
879, 950, 31, 107, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-007-y1=708-y2=847.xml, 881, 948, 32, 104, 0.893995552261, 
501, 575, 41, 111, 82b1, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 503, 572, 42, 112, 0.907029910459, 
1831, 1905, 33, 108, 624B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 1833, 1902, 33, 105, 0.895135135135, 
217, 290, 39, 118, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 219, 287, 40, 115, 0.884341945552, 
217, 290, 39, 118, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 219, 287, 40, 115, 0.884341945552, 
217, 290, 39, 118, 592B, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 219, 287, 40, 115, 0.884341945552, 
979, 1050, 36, 112, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 981, 1048, 37, 109, 0.893995552261, 
309, 383, 39, 118, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 312, 379, 40, 115, 0.859562093739, 
309, 383, 39, 118, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 312, 379, 40, 115, 0.859562093739, 
309, 383, 39, 118, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-009-y1=966-y2=1106.xml, 312, 379, 40, 115, 0.859562093739, 
1924, 1998, 33, 105, 80fd, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1927, 1994, 34, 103, 0.86768018018, 
1924, 1998, 33, 105, 80fd, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1927, 1994, 34, 103, 0.86768018018, 
1828, 1900, 32, 110, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1830, 1897, 32, 107, 0.894764957265, 
1828, 1900, 32, 110, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1830, 1897, 32, 107, 0.894764957265, 
1828, 1900, 32, 110, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1830, 1897, 32, 107, 0.894764957265, 
